ReferencedEpisodeId,ReferencingEpisodeId,ReferenceText
123,157,Ted walking into the bar in a green dress during Lily and Barney's fight is explained in Now We're Even. It is also revealed in How Your Mother Met Me that the Mother and Louis were at MacLaren's that night.
123,200,Ted walking into the bar in a green dress during Lily and Barney's fight is explained in Now We're Even. It is also revealed in How Your Mother Met Me that the Mother and Louis were at MacLaren's that night.
123,145,"Future Ted eventually remembers that Lily was heavily pregnant at the time of her and Barney's fight. She is indeed about eight months pregnant by Now We're Even, her and Marshall having concieved their child in August 2011, as revealed in Disaster Averted."
183,206,Robin will get her sign that she should be with Barney in The End of the Aisle.
183,188,"We will find out the Barney did show up at the park in The Broken Code, and saw Ted and Robin holding hands in the rain."
183,143,Robin mentions seeing similarities between Barney and her father. The gang falling for people similar to their parents was mentioned in Noretta. More similarities between Barney and Robin's father will be shown in the Season 9 episode Daisy.
183,204,Robin mentions seeing similarities between Barney and her father. The gang falling for people similar to their parents was mentioned in Noretta. More similarities between Barney and Robin's father will be shown in the Season 9 episode Daisy.
8,9,"Marshall tells Ted that he and Lily might need the second room soon after they get married because they aren't careful with their birth control, and in Belly Full of Turkey, Lily worries that she might be pregnant when her period is late."
8,20,Robin is mistaken for a prostitute again in Best Prom Ever.
8,56,"Lily's painting which Ted and Marshall fight about is seen again in Best Prom Ever, No Tomorrow, and The Front Porch."
8,81,"Lily's painting which Ted and Marshall fight about is seen again in Best Prom Ever, No Tomorrow, and The Front Porch."
8,49,"When the Chinese restaurant waiter says that Lily is prettier in person than in her Homecoming pictures, Lily responds that ""the bangs were a mistake"". In flashbacks to Lily's high school and college days, Lily does have rather unflattering bangs, as seen in Best Prom Ever, How I Met Everyone Else, and The Platinum Rule, to name a few."
8,55,"When the Chinese restaurant waiter says that Lily is prettier in person than in her Homecoming pictures, Lily responds that ""the bangs were a mistake"". In flashbacks to Lily's high school and college days, Lily does have rather unflattering bangs, as seen in Best Prom Ever, How I Met Everyone Else, and The Platinum Rule, to name a few."
8,40,"In Moving Day, Marshall gives Ted one of the swords."
8,55,The Lemon Law is one of Barney's dating rules Ted lists in The Platinum Rule.
8,107,"In Zoo or False, Marshall brings up how he is always accidentally injuring Lily, as he does here for the second time on-screen."
8,123,"When telling the gang about the Lemon Law, Barney says ""it's going to be a thing."" He later insists on theories he has made up being ""things"" in The Mermaid Theory and Desperation Day."
8,128,"When telling the gang about the Lemon Law, Barney says ""it's going to be a thing."" He later insists on theories he has made up being ""things"" in The Mermaid Theory and Desperation Day."
8,139,"Barney is seen being unable to use chopsticks, but eventually learns some time before the events of Ducky Tie, where it is revealed that he has been taking Shinjitsu Habachi cooking classes in Hoboken."
8,187,"The duel, and Lily getting injured in it, is referenced again in Last Time in New York, where it is revealed Ted and Marshall had another one, during which they destroyed Lily's dress for Robin and Barney's wedding reheasal dinner, and that Lily and Robin also had one, during which they destroyed Ted's bottle of 30-year Glen McKenna."
167,193,Most of the events of Platonish occur shortly before this episode.
167,168,Marshall's trial against Gruber Pharmaceuticals will be the focal point of Twelve Horny Women.
167,168,"Barney kissing Robin is a focal point of Twelve Horny Women and one of Barney's many steps to propose to Robin in The Final Page - Part Two, using The Robin."
146,153,Ted will tell Barney he saw him in Robins room with the rose petals in No Pressure.
182,196,"Barney will get at Robin back for her play, in The Rehearsal Dinner."
186,204,Ted thinks Lily smoked on the train in Daisy because he saw her chewing gum at the beginning of this episode.
186,192,Ted visits the lighthouse in The Lighthouse.
186,196,"Marshall tells Lily he won't get there until the The Rehearsal Dinner, but the bus he takes breaks down in Bedtime Stories, so he misses it."
186,195,"Marshall tells Lily he won't get there until the The Rehearsal Dinner, but the bus he takes breaks down in Bedtime Stories, so he misses it."
186,197,"Lily orders The Kennedy Package, which The Mother will order in Bass Player Wanted."
186,194,"We learn in Mom and Dad, that Daphne's story about her daughter's U.N. speech was true."
186,189,James' divorce will be the focal point of The Poker Game.
186,201,"Barney will go to ""The Crab Shed"" in Sunrise."
186,192,Marshall will gain control of the music on his cross-country trip at the end of The Lighthouse.
186,204,In Daisy it's revealed that Lily ordered non-alcoholic drinks from Linus because she suspected she was pregnant.
124,137,The gang eventually attend Punchy's wedding in The Best Man.
124,161,"Robin asks Ted to be her best man and help her through her pre-wedding panic if she ever gets married. As revealed in Farhampton, Robin does indeed ask to see Ted when she gets cold feet hours before she is about to marry Barney. 
 As it turns out, Ted is unable to calm Robin down, but she eventually gets over her cold feet thanks to Barney, with some help from the Mother, as seen in The End of the Aisle."
124,206,"Robin asks Ted to be her best man and help her through her pre-wedding panic if she ever gets married. As revealed in Farhampton, Robin does indeed ask to see Ted when she gets cold feet hours before she is about to marry Barney. 
 As it turns out, Ted is unable to calm Robin down, but she eventually gets over her cold feet thanks to Barney, with some help from the Mother, as seen in The End of the Aisle."
124,206,"As it turns out, Ted is unable to calm Robin down, but she eventually gets over her cold feet thanks to Barney, with some help from the Mother, as seen in The End of the Aisle."
25,29,"In Swarley, Lily mentions the time she and Marshall had sex in the bathroom."
25,32,"The ""Single Stamina and Couples' Coma"" theories mentioned in Single Stamina are upheld here. Ted, Robin, and Ted's mother (who is in a relationship with Ted's childhood dentist) are too tired to go to the bar, while Ted's dad (who is single) agrees to go with Barney to McLaren's."
25,33,Ted has Christmas dinner with his pregnant cousin Stacy in How Lily Stole Christmas.
25,47,"Ted points out that Barney always uses 83 when he makes up a statistic. He continues to use the number in future episodes, and not just to make up statistics, as seen in Third Wheel, No Tomorrow, and Ten Sessions."
25,56,"Ted points out that Barney always uses 83 when he makes up a statistic. He continues to use the number in future episodes, and not just to make up statistics, as seen in Third Wheel, No Tomorrow, and Ten Sessions."
25,57,"Ted points out that Barney always uses 83 when he makes up a statistic. He continues to use the number in future episodes, and not just to make up statistics, as seen in Third Wheel, No Tomorrow, and Ten Sessions."
25,55,"Barney's attempt to seduce Wendy the Waitress, which is unsuccesful due to Ted's dad ""rack-jacking"" him, had come to fruition earlier in 2005, as explained in The Platinum Rule."
25,80,"Lily's weakness for Marshall's calves is introduced, and referred to again in Sorry, Bro, Coming Back,  and Unpause."
25,186,"Lily's weakness for Marshall's calves is introduced, and referred to again in Sorry, Bro, Coming Back,  and Unpause."
25,199,"Lily's weakness for Marshall's calves is introduced, and referred to again in Sorry, Bro, Coming Back,  and Unpause."
25,106,Barney's standard pose for photographs described in Say Cheese is the same one he has in the picture of the gang and Ted's parents at brunch seen here.
25,108,"In Home Wreckers, when Barney tells the gang about hooking up with Ted's mom, the flashback to the incident shows them talking about the same brooch Barney asks her about here, meaning it occured soon after the events of this episode."
25,121,"Ted and his dad discuss ""Cerrano's"" chances at the RBI title, referring to the fictional Cleveland Indians player from Major League, and the Indians beating the Boston Red Sox. His supporting sports teams from Cleveland is referenced in several episodes, including Glitter, The Stamp Tramp, and Lobster Crawl."
25,167,"Ted and his dad discuss ""Cerrano's"" chances at the RBI title, referring to the fictional Cleveland Indians player from Major League, and the Indians beating the Boston Red Sox. His supporting sports teams from Cleveland is referenced in several episodes, including Glitter, The Stamp Tramp, and Lobster Crawl."
25,169,"Ted and his dad discuss ""Cerrano's"" chances at the RBI title, referring to the fictional Cleveland Indians player from Major League, and the Indians beating the Boston Red Sox. His supporting sports teams from Cleveland is referenced in several episodes, including Glitter, The Stamp Tramp, and Lobster Crawl."
190,194,Barney and Robin will find a replacement to officiate the wedding in Mom and Dad.
190,192,"The toy car is visible, which Cassie will fall on in The Lighthouse."
190,202,The gang will lie to Barney about pulling off Weekend at Barney's at his wedding in Rally.
190,191,The text that Daphne sent to Lily will be the focal point of No Questions Asked.
1,2,"Ted saying ""I love you"" to Robin on the first date is referenced repeatedly in future episodes, including Purple Giraffe, Game Night, and First Time In New York."
1,15,"Ted saying ""I love you"" to Robin on the first date is referenced repeatedly in future episodes, including Purple Giraffe, Game Night, and First Time In New York."
1,34,"Ted saying ""I love you"" to Robin on the first date is referenced repeatedly in future episodes, including Purple Giraffe, Game Night, and First Time In New York."
1,5,"Marshall does the robot, a dance move that he uses on several other occasions, including in Okay Awesome and The Limo."
1,11,"Marshall does the robot, a dance move that he uses on several other occasions, including in Okay Awesome and The Limo."
1,8,"Barney's ""Have you met Ted?"" game is adapted for other people in future episodes, including Robin in The Duel and Marshall in The Scorpion and the Toad; Barney is also seen using it on himself (""Have you met me?"") and simultaneously with his brother James (""Have you met my brother?"") in Single Stamina, and he teaches it to Justin and Kyle in Sunrise."
1,24,"Barney's ""Have you met Ted?"" game is adapted for other people in future episodes, including Robin in The Duel and Marshall in The Scorpion and the Toad; Barney is also seen using it on himself (""Have you met me?"") and simultaneously with his brother James (""Have you met my brother?"") in Single Stamina, and he teaches it to Justin and Kyle in Sunrise."
1,32,"Barney's ""Have you met Ted?"" game is adapted for other people in future episodes, including Robin in The Duel and Marshall in The Scorpion and the Toad; Barney is also seen using it on himself (""Have you met me?"") and simultaneously with his brother James (""Have you met my brother?"") in Single Stamina, and he teaches it to Justin and Kyle in Sunrise."
1,201,"Barney's ""Have you met Ted?"" game is adapted for other people in future episodes, including Robin in The Duel and Marshall in The Scorpion and the Toad; Barney is also seen using it on himself (""Have you met me?"") and simultaneously with his brother James (""Have you met my brother?"") in Single Stamina, and he teaches it to Justin and Kyle in Sunrise."
1,14,"Robin's recently dumped friend reappears in Zip, Zip, Zip, where her only line (""What's taking so long?"") is the same as it is here."
1,16,"Marshall says that Ted has always described his perfect woman as liking dogs, and in Cupcake, Ted claims that he's only attracted to ""dog people"" when Barney quizzes him on how well he knows Victoria."
1,22,"Ted stealing the Blue French Horn is referred to throughout the series, as seen in Come On, Something Blue, and Shelter Island."
1,44,"Ted stealing the Blue French Horn is referred to throughout the series, as seen in Come On, Something Blue, and Shelter Island."
1,69,"Ted stealing the Blue French Horn is referred to throughout the series, as seen in Come On, Something Blue, and Shelter Island."
1,30,"Lily and Marshall have sex on the kitchen floor again after the second time they get engaged in Atlantic City, and while testing their new carpet samples in The Chain of Screaming."
1,59,"Lily and Marshall have sex on the kitchen floor again after the second time they get engaged in Atlantic City, and while testing their new carpet samples in The Chain of Screaming."
1,107,Marshall popping the champagne cork into Lily's eye is referenced again in Atlantic City and Zoo or False.
1,36,"In Monday Night Football, Robin is only seen joining in on the gang's annual tradition of watching the Super Bowl together in 2006, as they only met her here, in the fall of 2005, after the Super Bowl."
1,49,"Ted's first meeting with Barney is expanded upon in How I Met Everyone Else, where they do indeed meet at the urinal."
1,161,"The story of how Robin met Barney and Ted, particularly Barney saying ""Oh yeah, you just know she likes it dirty"", is referenced again in How I Met Everyone Else, Farhampton, and Knight Vision."
1,190,"The story of how Robin met Barney and Ted, particularly Barney saying ""Oh yeah, you just know she likes it dirty"", is referenced again in How I Met Everyone Else, Farhampton, and Knight Vision."
1,45,"When Ted and Barney first met, Barney says ""Ted, I'm going to teach you how to live."" He told Marshall about this when they first met, as revealed in How I Met Everyone Else. Barney also tells Ted that he is going to ""re-teach"" him how to live in Wait For It, and says it to Justin and Kyle in Sunrise."
1,51,"Marshall injures someone by popping a champagne cork in their eye again in Dowisetrepla, where he does so to Wendy the Waitress with the ""comically-large champagne bottle""."
1,90,"Ted has a beard and moustache in the flashback to him meeting Barney for the first time. He is shown with a goatee in the flashback to 2002 in Double Date, and with similar facial hair in the flashback to Barney's days as Insane Duane's best friend in Symphony of Illumination."
1,148,"Ted has a beard and moustache in the flashback to him meeting Barney for the first time. He is shown with a goatee in the flashback to 2002 in Double Date, and with similar facial hair in the flashback to Barney's days as Insane Duane's best friend in Symphony of Illumination."
1,112,"Barney says ""This just in..."" as a double entendre for sex. Lily imagines Robin doing the same thing when convincing Marshall not to tell the gang about their decision to start a family in Doppelgangers."
1,173,"Ted tells Yasmeen he wants a band and not a DJ for his future wedding. In Band or DJ?, however, he attempts to convince Robin to get a DJ instead of a band for her wedding, apparently because he is having trouble with the idea of Robin marrying Barney, and is equating the two decisions."
1,193,"Robin says she hates olives here, but changes her mind about them by Platonish, as a flashback shows her eating some and explaining as much, making Ted hopeful that she might also change her mind about being with him. This implies Ted no longer believes in the ""Olive Theory"" he explains to Robin here; indeed, it is proven false here itself when it is revealed that Marshall and Lily both like olives."
1,200,"As revealed in How Your Mother Met Me, the Mother turns 21 the day Lily and Marshall get engaged and Barney and Ted meet Robin; she celebrates it at another bar called MacLaren's, and her friend Kelly gets the two confused, running out of the gang's pub just as Barney gets ready to play ""Have you met Ted?"""
1,201,"Future Ted mentions that he found out years later that he could have kissed Robin after their first date, as seen in Sunrise."
15,30,"Marshall's prowess at games and his love of creating them are both first demonstrated. The former is referenced again in several episodes, including Atlantic City, Arrivederci, Fiero, and Shelter Island, and the latter is referenced again in Say Cheese, Noretta, and Who Wants to Be a Godparent?."
15,39,"Marshall's prowess at games and his love of creating them are both first demonstrated. The former is referenced again in several episodes, including Atlantic City, Arrivederci, Fiero, and Shelter Island, and the latter is referenced again in Say Cheese, Noretta, and Who Wants to Be a Godparent?."
15,69,"Marshall's prowess at games and his love of creating them are both first demonstrated. The former is referenced again in several episodes, including Atlantic City, Arrivederci, Fiero, and Shelter Island, and the latter is referenced again in Say Cheese, Noretta, and Who Wants to Be a Godparent?."
15,106,"Marshall's prowess at games and his love of creating them are both first demonstrated. The former is referenced again in several episodes, including Atlantic City, Arrivederci, Fiero, and Shelter Island, and the latter is referenced again in Say Cheese, Noretta, and Who Wants to Be a Godparent?."
15,143,"Marshall's prowess at games and his love of creating them are both first demonstrated. The former is referenced again in several episodes, including Atlantic City, Arrivederci, Fiero, and Shelter Island, and the latter is referenced again in Say Cheese, Noretta, and Who Wants to Be a Godparent?."
15,164,"Marshall's prowess at games and his love of creating them are both first demonstrated. The former is referenced again in several episodes, including Atlantic City, Arrivederci, Fiero, and Shelter Island, and the latter is referenced again in Say Cheese, Noretta, and Who Wants to Be a Godparent?."
15,48,"In Little Boys, Marshall mentions his mother being on the phone once when he and Lily were having sex."
15,54,"Barney's ""pre-suit"" life is revisited in The Yips. It is also referenced in Bagpipes, when Marshall argues that he is a better partner to Lily than Barney is to Robin because he was in a committed relationship when Barney ""had a ponytail and was still playing Dave Matthews Band on [his] mamma's Cassio""."
15,94,"Barney's ""pre-suit"" life is revisited in The Yips. It is also referenced in Bagpipes, when Marshall argues that he is a better partner to Lily than Barney is to Robin because he was in a committed relationship when Barney ""had a ponytail and was still playing Dave Matthews Band on [his] mamma's Cassio""."
15,139,"In Ducky Tie, Ted and Victoria reminisce about finding Barney's tape and playing Marshgammon, and Ted mentions still not understanding the game, despite having played it multiple times."
15,199,"Barney reveals in Unpause that after Shannon dumped him, he ""suited up"", got a job at AltruCell from Greg Fisher, the guy she dumped him for, and used that job to sell Greg out to the FBI as part of an elaborate, 15-year revenge plot set to come together two months after his and Robin's wedding."
113,117,"In Architect of Destruction, Ted again has a crush on a girl for an entire episode, before discovering that she's unavailable, as he falls for Zoey, then realizes that she's married. Ted and Zoey do end up dating, however, from Oh Honey to Landmarks."
113,127,"In Architect of Destruction, Ted again has a crush on a girl for an entire episode, before discovering that she's unavailable, as he falls for Zoey, then realizes that she's married. Ted and Zoey do end up dating, however, from Oh Honey to Landmarks."
113,135,"In Architect of Destruction, Ted again has a crush on a girl for an entire episode, before discovering that she's unavailable, as he falls for Zoey, then realizes that she's married. Ted and Zoey do end up dating, however, from Oh Honey to Landmarks."
113,115,"Robin continues being depressed over her break-up with Don in Unfinished and Subway Wars, and gets over it by the end of the latter, where she starts dating Max."
113,116,"Robin continues being depressed over her break-up with Don in Unfinished and Subway Wars, and gets over it by the end of the latter, where she starts dating Max."
113,125,"Marshall tells Lily that he needs to be able to share important news with his dad, and in Bad News, he mentions that he always wants to calls his dad immediately when he has good news, but doesn't like to when he has bad news."
113,131,"Barney eventually meets his father in Legendaddy, and their issues appear to be resolved following the events of Hopeless."
113,133,"Barney eventually meets his father in Legendaddy, and their issues appear to be resolved following the events of Hopeless."
113,136,"Barney's theory about women wearing sundresses is referenced in Challenge Accepted, where he sees Nora in a sundress and says he thought it was too late for them."
113,206,"Future Ted reveals that he met the Mother at a wedding. Barney and Robin are revealed to be the groom and bride, in Challenge Accepted and The Magician's Code - Part Two, respectively, making this the first episode to flash forward to Barney and Robin's wedding. More specifically, it flashes forward to events that occur during The End of the Aisle."
113,173,"Future Ted mentions that Cindy and her girlfriend would go on to adopt a baby girl, and are shown to have done so by Band or DJ?."
113,200,"Cindy realized she might be lesbian after kissing the Mother following her break-up with Ted, as seen in How Your Mother Met Me."
30,32,"When the guys meet Lily and Robin at the chapel, Marshall is holding a seemingly fruity drink. He mentions his love of ""girly"" cocktails in Single Stamina, and it is referenced again in Woooo! and The Time Travelers."
30,72,"When the guys meet Lily and Robin at the chapel, Marshall is holding a seemingly fruity drink. He mentions his love of ""girly"" cocktails in Single Stamina, and it is referenced again in Woooo! and The Time Travelers."
30,180,"When the guys meet Lily and Robin at the chapel, Marshall is holding a seemingly fruity drink. He mentions his love of ""girly"" cocktails in Single Stamina, and it is referenced again in Woooo! and The Time Travelers."
30,36,"The origins of Barney's gambling addiction is explained in Monday Night Football, where it is shown to have developed after Marshall made a bet with Barney over a field goal during the 2004 Superbowl. It is also referenced again in future episodes, including Lucky Penny and The Bro Mitzvah, where Barney plays Xing Hai Shi Bu Xing in Atlantic CIty again."
30,37,"The origins of Barney's gambling addiction is explained in Monday Night Football, where it is shown to have developed after Marshall made a bet with Barney over a field goal during the 2004 Superbowl. It is also referenced again in future episodes, including Lucky Penny and The Bro Mitzvah, where Barney plays Xing Hai Shi Bu Xing in Atlantic CIty again."
30,182,"The origins of Barney's gambling addiction is explained in Monday Night Football, where it is shown to have developed after Marshall made a bet with Barney over a field goal during the 2004 Superbowl. It is also referenced again in future episodes, including Lucky Penny and The Bro Mitzvah, where Barney plays Xing Hai Shi Bu Xing in Atlantic CIty again."
2,75,"Lily displays her inability to keep secrets, which comes up again in future episodes, including Little Minnesota, The Leap, and The Rehearsal Dinner."
2,88,"Lily displays her inability to keep secrets, which comes up again in future episodes, including Little Minnesota, The Leap, and The Rehearsal Dinner."
2,196,"Lily displays her inability to keep secrets, which comes up again in future episodes, including Little Minnesota, The Leap, and The Rehearsal Dinner."
19,22,"In Come On, when Sandy gives his farewell speech to the audience of Metro News 1, he mentions how he will miss reading the newspaper to them every morning."
19,25,"This is the only time when Barney doesn't use 83 in one of his made-up statistics (Ted points out his tendency to to do this in Brunch), instead claiming that ""men who have had at least one relationship with a prostitute are 75% more likely to have success in future relationships."""
19,41,"The gang uses telepathic conversations again on several occasions (to varying degrees of success), including in Bachelor Party, Three Days of Snow, and Shelter Island."
19,77,"The gang uses telepathic conversations again on several occasions (to varying degrees of success), including in Bachelor Party, Three Days of Snow, and Shelter Island."
19,69,"The gang uses telepathic conversations again on several occasions (to varying degrees of success), including in Bachelor Party, Three Days of Snow, and Shelter Island."
19,165,"In The Autumn of Break-Ups, Nick mentions being nominated for a LAMA for his public access cooking show."
17,18,"Ted ends up going to Robin's apartment, as seen in Nothing Good Happens After 2 A.M., where the rest of Robin's day, parts of which are seen here, is shown."
17,27,"When Lily asks about Barney's job in World's Greatest Couple, he responds the same way he does to Marshall's questions here, as do he and James when Robin inquires about how they are related in Single Stamina.
Barney's job is finally revealed in Unpause, where it is also revealed that he has been responding honestly; PLEASE is an acronym (""Provide Legal Exculpation And Sign Everything"") and Barney's job is being a legal scapegoat for his company's corrupt activities.
This is hinted at in The Goat, where Marshall finds a contract detailing the poisoning of the water supply in Lisbon, Portugal in Barney's office, and in Last Cigarette Ever, where Barney mentions that the company might murder him one day because of how much he knows."
17,32,"When Lily asks about Barney's job in World's Greatest Couple, he responds the same way he does to Marshall's questions here, as do he and James when Robin inquires about how they are related in Single Stamina.
Barney's job is finally revealed in Unpause, where it is also revealed that he has been responding honestly; PLEASE is an acronym (""Provide Legal Exculpation And Sign Everything"") and Barney's job is being a legal scapegoat for his company's corrupt activities.
This is hinted at in The Goat, where Marshall finds a contract detailing the poisoning of the water supply in Lisbon, Portugal in Barney's office, and in Last Cigarette Ever, where Barney mentions that the company might murder him one day because of how much he knows."
17,199,"When Lily asks about Barney's job in World's Greatest Couple, he responds the same way he does to Marshall's questions here, as do he and James when Robin inquires about how they are related in Single Stamina.
Barney's job is finally revealed in Unpause, where it is also revealed that he has been responding honestly; PLEASE is an acronym (""Provide Legal Exculpation And Sign Everything"") and Barney's job is being a legal scapegoat for his company's corrupt activities.
This is hinted at in The Goat, where Marshall finds a contract detailing the poisoning of the water supply in Lisbon, Portugal in Barney's office, and in Last Cigarette Ever, where Barney mentions that the company might murder him one day because of how much he knows."
17,61,"When Lily asks about Barney's job in World's Greatest Couple, he responds the same way he does to Marshall's questions here, as do he and James when Robin inquires about how they are related in Single Stamina.
Barney's job is finally revealed in Unpause, where it is also revealed that he has been responding honestly; PLEASE is an acronym (""Provide Legal Exculpation And Sign Everything"") and Barney's job is being a legal scapegoat for his company's corrupt activities.
This is hinted at in The Goat, where Marshall finds a contract detailing the poisoning of the water supply in Lisbon, Portugal in Barney's office, and in Last Cigarette Ever, where Barney mentions that the company might murder him one day because of how much he knows."
17,99,"When Lily asks about Barney's job in World's Greatest Couple, he responds the same way he does to Marshall's questions here, as do he and James when Robin inquires about how they are related in Single Stamina.
Barney's job is finally revealed in Unpause, where it is also revealed that he has been responding honestly; PLEASE is an acronym (""Provide Legal Exculpation And Sign Everything"") and Barney's job is being a legal scapegoat for his company's corrupt activities.
This is hinted at in The Goat, where Marshall finds a contract detailing the poisoning of the water supply in Lisbon, Portugal in Barney's office, and in Last Cigarette Ever, where Barney mentions that the company might murder him one day because of how much he knows."
17,199,"Barney's job is finally revealed in Unpause, where it is also revealed that he has been responding honestly; PLEASE is an acronym (""Provide Legal Exculpation And Sign Everything"") and Barney's job is being a legal scapegoat for his company's corrupt activities."
17,61,"This is hinted at in The Goat, where Marshall finds a contract detailing the poisoning of the water supply in Lisbon, Portugal in Barney's office, and in Last Cigarette Ever, where Barney mentions that the company might murder him one day because of how much he knows."
17,99,"This is hinted at in The Goat, where Marshall finds a contract detailing the poisoning of the water supply in Lisbon, Portugal in Barney's office, and in Last Cigarette Ever, where Barney mentions that the company might murder him one day because of how much he knows."
17,50,"Marshall's dilemma of choosing between environmental and corporate law comes up again in several episodes, including I'm Not That Guy, The Chain of Screaming, and Natural History, and is resolved when he quits Goliath National Bank in The Exploding Meatball Sub and starts working for the environmental law firm Honeywell & Cootes in The Naked Truth."
17,59,"Marshall's dilemma of choosing between environmental and corporate law comes up again in several episodes, including I'm Not That Guy, The Chain of Screaming, and Natural History, and is resolved when he quits Goliath National Bank in The Exploding Meatball Sub and starts working for the environmental law firm Honeywell & Cootes in The Naked Truth."
17,120,"Marshall's dilemma of choosing between environmental and corporate law comes up again in several episodes, including I'm Not That Guy, The Chain of Screaming, and Natural History, and is resolved when he quits Goliath National Bank in The Exploding Meatball Sub and starts working for the environmental law firm Honeywell & Cootes in The Naked Truth."
17,132,"Marshall's dilemma of choosing between environmental and corporate law comes up again in several episodes, including I'm Not That Guy, The Chain of Screaming, and Natural History, and is resolved when he quits Goliath National Bank in The Exploding Meatball Sub and starts working for the environmental law firm Honeywell & Cootes in The Naked Truth."
17,138,"Marshall's dilemma of choosing between environmental and corporate law comes up again in several episodes, including I'm Not That Guy, The Chain of Screaming, and Natural History, and is resolved when he quits Goliath National Bank in The Exploding Meatball Sub and starts working for the environmental law firm Honeywell & Cootes in The Naked Truth."
61,62,"In Rebound Bro, Randy hands Barney a Sky Mall catalogue, referencing the numerous gadgets he bought from Sky Mall here. Also, in False Positive, the picture he shows Ted and Robin of the diamond-studded suit he plans on buying is in the Platinum Sky Mall catalogue."
61,124,"In Rebound Bro, Randy hands Barney a Sky Mall catalogue, referencing the numerous gadgets he bought from Sky Mall here. Also, in False Positive, the picture he shows Ted and Robin of the diamond-studded suit he plans on buying is in the Platinum Sky Mall catalogue."
61,64,Ted eventually forgives Barney for sleeping with Robin in Miracles.
61,68,"One of the Bro Code articles Ted has abided by include alerting Barney to a girl-fight. Barney displays his interest in girl-fights again in Intervention, Happily Ever After, and Jenkins."
61,70,"One of the Bro Code articles Ted has abided by include alerting Barney to a girl-fight. Barney displays his interest in girl-fights again in Intervention, Happily Ever After, and Jenkins."
61,101,"One of the Bro Code articles Ted has abided by include alerting Barney to a girl-fight. Barney displays his interest in girl-fights again in Intervention, Happily Ever After, and Jenkins."
61,71,Future Ted mentions that Robin would be living with Ted by his 31st birthday. Robin later moves in with Ted in Not a Father's Day.
61,75,"Ted angrily asks Barney if he wants to nail his mother too, and in Little Minnesota, Barney reveals that he kissed Ted's mom. When he elaborates (and embellishes) upon the story in Home Wreckers, he reveals that it happened soon after the events in Brunch, meaning he has already broken the Bro Code with Ted."
61,108,"Ted angrily asks Barney if he wants to nail his mother too, and in Little Minnesota, Barney reveals that he kissed Ted's mom. When he elaborates (and embellishes) upon the story in Home Wreckers, he reveals that it happened soon after the events in Brunch, meaning he has already broken the Bro Code with Ted."
61,25,"Ted angrily asks Barney if he wants to nail his mother too, and in Little Minnesota, Barney reveals that he kissed Ted's mom. When he elaborates (and embellishes) upon the story in Home Wreckers, he reveals that it happened soon after the events in Brunch, meaning he has already broken the Bro Code with Ted."
61,85,"Barney gives a ""fake history lesson "" about the Founding Fathers comissioning his ancestor, Barnabus Stinson, to write The Bro Code. He does so again several times:
In The Three Days Rule, he explains how Jesus came up with the rule of waiting three days before calling a woman by waiting three days between dying on Good Friday and being resurrected on Easter Sunday, when he additionally invented the high-five.
In Hooked, he explains the evolution of ""The Hot Girl Profession"".
In Big Days, Ted cuts him off as he is about to explain the invention of ""the dib"" in the 1800s by Sir Walter Dib, aboard the SS Dib.
In Desperation Day, he claims that Februrary 13th is an actual holiday, Desperation Day, named for St. Desperatious, who preyed on insecure bridesmaids at weddings officiated by St. Valentine.
In The Broath, he describes the Bro Oath, or ""Broath"", dating back to Ancient Rome, where Julius Caesar thwarted an assassination attempt (by ninjas) on him, killed his best friend ""Brotus"" for breaking his Broath by not warning him, and then invented a salad.
In The Broken Code, he claims that the Bro Code dates back to ""Broses"" reading the articles from stone tablets, and was brought to America by ""Christopher Brolumbus"".
In Rally, a flashback shows him telling Ted about how President Roosevelt, in 1941, charged Dr. Barnert Stinsonheimer with heading the ""Too Many Manhattans Project"" and developing Stinson's Hangover Fixer Elixer, for which he was awarded the ""Bro-bel Prize""."
61,104,"Barney gives a ""fake history lesson "" about the Founding Fathers comissioning his ancestor, Barnabus Stinson, to write The Bro Code. He does so again several times:
In The Three Days Rule, he explains how Jesus came up with the rule of waiting three days before calling a woman by waiting three days between dying on Good Friday and being resurrected on Easter Sunday, when he additionally invented the high-five.
In Hooked, he explains the evolution of ""The Hot Girl Profession"".
In Big Days, Ted cuts him off as he is about to explain the invention of ""the dib"" in the 1800s by Sir Walter Dib, aboard the SS Dib.
In Desperation Day, he claims that Februrary 13th is an actual holiday, Desperation Day, named for St. Desperatious, who preyed on insecure bridesmaids at weddings officiated by St. Valentine.
In The Broath, he describes the Bro Oath, or ""Broath"", dating back to Ancient Rome, where Julius Caesar thwarted an assassination attempt (by ninjas) on him, killed his best friend ""Brotus"" for breaking his Broath by not warning him, and then invented a salad.
In The Broken Code, he claims that the Bro Code dates back to ""Broses"" reading the articles from stone tablets, and was brought to America by ""Christopher Brolumbus"".
In Rally, a flashback shows him telling Ted about how President Roosevelt, in 1941, charged Dr. Barnert Stinsonheimer with heading the ""Too Many Manhattans Project"" and developing Stinson's Hangover Fixer Elixer, for which he was awarded the ""Bro-bel Prize""."
